GameId,ClarifyingQuestion,InitializedWorldPath,InputInstruction,IsInstructionClear,Partition,qrel,qbank
CQ-game-1088,How do i place in the bottom if the purple are touching the ground?,initial_world_states/builder-data/12-c139/step-6,Place a purple block under each bottom purple block.,No,train,q_321,"'q_932', 'q_106', 'q_316', 'q_494', 'q_187', 'q_440', 'q_149', 'q_466', 'q_42', 'q_398', 'q_312', 'q_763', 'q_115', 'q_98', 'q_723', 'q_731', 'q_880', 'q_565', 'q_449', 'q_544', 'q_222', 'q_918', 'q_974', 'q_953', 'q_82', 'q_930', 'q_314', 'q_358', 'q_534', 'q_372', 'q_527', 'q_528', 'q_499', 'q_721', 'q_25', 'q_280', 'q_540', 'q_132', 'q_709', 'q_800', 'q_173', 'q_820', 'q_792', 'q_690', 'q_419', 'q_268', 'q_536', 'q_600', 'q_597', 'q_195', 'q_886', 'q_833', 'q_30', 'q_951', 'q_654', 'q_50', 'q_888', 'q_936', 'q_183', 'q_375', 'q_79', 'q_40', 'q_492', 'q_296', 'q_671', 'q_148', 'q_283', 'q_767', 'q_872', 'q_922', 'q_277', 'q_189', 'q_935', 'q_392', 'q_738', 'q_939', 'q_11', 'q_391', 'q_64', 'q_914', 'q_423', 'q_70', 'q_973', 'q_514', 'q_726', 'q_849', 'q_825', 'q_167', 'q_482', 'q_127', 'q_489', 'q_937', 'q_782', 'q_331', 'q_13', 'q_744', 'q_979', 'q_739', 'q_566', 'q_117', 'q_41', 'q_395', 'q_730', 'q_496', 'q_778', 'q_31', 'q_750', 'q_692', 'q_408', 'q_959', 'q_160', 'q_511', 'q_523', 'q_929', 'q_400', 'q_595', 'q_884', 'q_420', 'q_975', 'q_433', 'q_175', 'q_904', 'q_746', 'q_321', 'q_627', 'q_720', 'q_370', 'q_615', 'q_550', 'q_215', 'q_28', 'q_864', 'q_199', 'q_650', 'q_612', 'q_539', 'q_616', 'q_921', 'q_243', 'q_545', 'q_353', 'q_898', 'q_583', 'q_868', 'q_240', 'q_590', 'q_732', 'q_890', 'q_768', 'q_624', 'q_109', 'q_743', 'q_14', 'q_377', 'q_146', 'q_630', 'q_135', 'q_260', 'q_668', 'q_842', 'q_245', 'q_289', 'q_340', 'q_351', 'q_787', 'q_661'"
CQ-game-1089,Where on the map do I place the yellow block?,initial_world_states/builder-data/31-c97/step-6,Delete all red blocksFacing West place a yellow blockPlace a green block East side of yellow blockPlace orange block on top of green blockPlace Purple block on top of orange block,No,train,q_236,"'q_690', 'q_310', 'q_353', 'q_177', 'q_204', 'q_526', 'q_131', 'q_248', 'q_211', 'q_903', 'q_677', 'q_929', 'q_946', 'q_602', 'q_545', 'q_228', 'q_92', 'q_879', 'q_54', 'q_436', 'q_412', 'q_456', 'q_258', 'q_758', 'q_762', 'q_93', 'q_313', 'q_735', 'q_463', 'q_387', 'q_636', 'q_402', 'q_192', 'q_672', 'q_190', 'q_422', 'q_351', 'q_276', 'q_926', 'q_464', 'q_127', 'q_584', 'q_275', 'q_536', 'q_121', 'q_235', 'q_339', 'q_118', 'q_389', 'q_983', 'q_609', 'q_986', 'q_82', 'q_57', 'q_802', 'q_969', 'q_330', 'q_337', 'q_845', 'q_730', 'q_914', 'q_219', 'q_498', 'q_369', 'q_419', 'q_682', 'q_968', 'q_902', 'q_697', 'q_947', 'q_111', 'q_42', 'q_506', 'q_230', 'q_980', 'q_586', 'q_265', 'q_76', 'q_880', 'q_650', 'q_49', 'q_342', 'q_832', 'q_357', 'q_424', 'q_504', 'q_848', 'q_641', 'q_606', 'q_288', 'q_634', 'q_414', 'q_517', 'q_970', 'q_771', 'q_769', 'q_900', 'q_255', 'q_252', 'q_866', 'q_397', 'q_232', 'q_722', 'q_814', 'q_273', 'q_326', 'q_173', 'q_251', 'q_101', 'q_175', 'q_627', 'q_138', 'q_861', 'q_565', 'q_264', 'q_374', 'q_96', 'q_777', 'q_152', 'q_681', 'q_930', 'q_236', 'q_98', 'q_241', 'q_503', 'q_560', 'q_754', 'q_458', 'q_574', 'q_40', 'q_423', 'q_253', 'q_25', 'q_764', 'q_294', 'q_377', 'q_788', 'q_695', 'q_333', 'q_791', 'q_604', 'q_864', 'q_746', 'q_657', 'q_466', 'q_155', 'q_29', 'q_774', 'q_752', 'q_461', 'q_442', 'q_587', 'q_250', 'q_811', 'q_886', 'q_150', 'q_492', 'q_662', 'q_110', 'q_629', 'q_547', 'q_95', 'q_392', 'q_871', 'q_576', 'q_226'"
CQ-game-109,,initial_world_states/builder-data/14-c54/step-8,Facing North place three green blocks on top of the yellow block. Place two orange blocks to the right of the upmost green block.,Yes,train,,
CQ-game-1091,,initial_world_states/builder-data/5-c127/step-6,Stack four red blocks to the south of the west most and east most yellow blocks. Then break the first and third red blocks from the bottom from both stacks.,Yes,train,,
CQ-game-1092,,initial_world_states/builder-data/14-c51/step-16,Place a red block to the north of the green block. Then place a red block to the east and west of that red block.,Yes,train,,
CQ-game-1093,,initial_world_states/builder-data/9-c136/step-10,Facing north destroy the three vertical violet blocks on the right side.,Yes,train,,
CQ-game-1094,Should the two purple blocks I'm setting be placed vertically on top of one another or horizontally and if horizontally which directions should they span?,initial_world_states/builder-data/10-c33/step-8,Facing West place two purple blocks to the right of the yellow block. Still facing West place two orange blocks in front of the purple block that is closest to the yellow block. Place a red block in front of the orange block. Place a yellow block to the left of the red block. Place a red block to the right of the red block.,No,train,q_293,"'q_692', 'q_778', 'q_577', 'q_160', 'q_106', 'q_90', 'q_514', 'q_835', 'q_767', 'q_243', 'q_823', 'q_281', 'q_156', 'q_144', 'q_27', 'q_249', 'q_279', 'q_650', 'q_274', 'q_928', 'q_569', 'q_159', 'q_904', 'q_849', 'q_70', 'q_63', 'q_478', 'q_353', 'q_56', 'q_764', 'q_640', 'q_610', 'q_284', 'q_444', 'q_425', 'q_898', 'q_559', 'q_482', 'q_436', 'q_437', 'q_622', 'q_62', 'q_799', 'q_408', 'q_460', 'q_726', 'q_250', 'q_9', 'q_217', 'q_462', 'q_241', 'q_678', 'q_483', 'q_521', 'q_103', 'q_783', 'q_901', 'q_319', 'q_784', 'q_710', 'q_769', 'q_776', 'q_163', 'q_72', 'q_666', 'q_936', 'q_232', 'q_209', 'q_18', 'q_634', 'q_544', 'q_911', 'q_768', 'q_819', 'q_388', 'q_114', 'q_25', 'q_653', 'q_659', 'q_473', 'q_287', 'q_190', 'q_11', 'q_943', 'q_19', 'q_145', 'q_77', 'q_440', 'q_418', 'q_129', 'q_939', 'q_749', 'q_688', 'q_94', 'q_371', 'q_253', 'q_141', 'q_105', 'q_192', 'q_636', 'q_707', 'q_872', 'q_786', 'q_348', 'q_107', 'q_365', 'q_38', 'q_772', 'q_771', 'q_952', 'q_189', 'q_176', 'q_329', 'q_293', 'q_39', 'q_390', 'q_98', 'q_197', 'q_753', 'q_361', 'q_572', 'q_451', 'q_908', 'q_645', 'q_169', 'q_458', 'q_201', 'q_856', 'q_26', 'q_104', 'q_597', 'q_821', 'q_765', 'q_958', 'q_793', 'q_69', 'q_264', 'q_565', 'q_393', 'q_377', 'q_120', 'q_977', 'q_304', 'q_93', 'q_130', 'q_810', 'q_248', 'q_657', 'q_846', 'q_696', 'q_685', 'q_358', 'q_423', 'q_187', 'q_24', 'q_907', 'q_584', 'q_591', 'q_590', 'q_97', 'q_17', 'q_386', 'q_651', 'q_186', 'q_175', 'q_914'"
CQ-game-1096,,initial_world_states/builder-data/2-c116/step-30,Locate the sole green block on the area and build a column of four green blocks right on top of it. Then build two rows of 4 blue blocks right next to the last built green block: one on its north side and one on its south side.,Yes,train,,
CQ-game-1097,,initial_world_states/builder-data/2-c136/step-36,Destroy all the cubes that are on the red cubes.Destroy all red cubes leaving only one.Add one green cube on top of the red cube.,Yes,train,,
CQ-game-1098,,initial_world_states/builder-data/8-c96/step-2,Destroy the top red block leaving one on the floor. Create a diagonal line of red blocks from the northwest to the southeast.,Yes,train,,
CQ-game-1099,,initial_world_states/builder-data/2-c127/step-10,Facing south destroy the four yellow blocks on the right side,Yes,train,,
CQ-game-1100,,initial_world_states/builder-data/7-c120/step-12,Facing north destroy the four vertical green blocks on the left side.,Yes,train,,
CQ-game-1101,,initial_world_states/builder-data/2-c136/step-14,Place a blue block on top of each purple block.,Yes,train,,
CQ-game-1102,,initial_world_states/builder-data/14-c54/step-4,Facing north destroy the yellow block.,Yes,train,,
CQ-game-1103,,initial_world_states/builder-data/30-c96/step-2,facing east destroy the two yellow blocks.,Yes,train,,
CQ-game-1104,,initial_world_states/builder-data/2-c135/disqualified_step-10,Place four purple blocks to the west of the top block of the column that connects to the ground.,Yes,train,,
CQ-game-1105,,initial_world_states/builder-data/10-c33/step-6,Locate the sole yellow block in the area and place next to it: a column of two orange blocks facing up on its west side; a column of two orange blocks facing up on its east side; one orange block right on top of it.,Yes,train,,
CQ-game-1106,,initial_world_states/builder-data/14-c136/step-10,facing north destroy the purple column on the leftfacing north replace the purple column on the left with green blocks,Yes,train,,
CQ-game-111,How many blue blocks am I adding to the first just one on the north and one on the east?,initial_world_states/builder-data/42-c96/step-2,Place a blue block on the southwest corner then place a blue block on every side of that block.,No,train,q_965,"'q_788', 'q_466', 'q_444', 'q_860', 'q_0', 'q_8', 'q_473', 'q_954', 'q_675', 'q_68', 'q_737', 'q_884', 'q_584', 'q_686', 'q_359', 'q_426', 'q_157', 'q_277', 'q_494', 'q_747', 'q_845', 'q_55', 'q_507', 'q_760', 'q_130', 'q_293', 'q_655', 'q_397', 'q_703', 'q_633', 'q_273', 'q_872', 'q_234', 'q_543', 'q_709', 'q_78', 'q_439', 'q_826', 'q_437', 'q_168', 'q_154', 'q_329', 'q_131', 'q_972', 'q_345', 'q_323', 'q_450', 'q_509', 'q_590', 'q_476', 'q_241', 'q_108', 'q_214', 'q_523', 'q_501', 'q_189', 'q_447', 'q_743', 'q_110', 'q_82', 'q_798', 'q_477', 'q_558', 'q_610', 'q_449', 'q_83', 'q_67', 'q_803', 'q_768', 'q_811', 'q_96', 'q_822', 'q_284', 'q_452', 'q_965', 'q_539', 'q_691', 'q_237', 'q_813', 'q_295', 'q_352', 'q_210', 'q_659', 'q_12', 'q_182', 'q_360', 'q_564', 'q_676', 'q_197', 'q_88', 'q_801', 'q_868', 'q_682', 'q_825', 'q_193', 'q_146', 'q_596', 'q_880', 'q_124', 'q_488', 'q_103', 'q_778', 'q_964', 'q_657', 'q_89', 'q_582', 'q_916', 'q_557', 'q_571', 'q_805', 'q_481', 'q_806', 'q_174', 'q_516', 'q_203', 'q_735', 'q_471', 'q_594', 'q_791', 'q_213', 'q_135', 'q_37', 'q_467', 'q_572', 'q_517', 'q_499', 'q_883', 'q_389', 'q_665', 'q_376', 'q_852', 'q_755', 'q_500', 'q_832', 'q_905', 'q_627', 'q_391', 'q_106', 'q_840', 'q_601', 'q_10', 'q_495', 'q_721', 'q_282', 'q_892', 'q_469', 'q_599', 'q_948', 'q_38', 'q_264', 'q_750', 'q_204', 'q_725', 'q_887', 'q_911', 'q_569', 'q_313', 'q_588', 'q_652', 'q_532', 'q_808', 'q_459', 'q_265', 'q_975', 'q_950', 'q_878'"
CQ-game-1111,,initial_world_states/builder-data/23-c136/step-6,Place a blue block immediately to the east of the middle yellow block. Then stack two more blue blocks on top of that one.,Yes,train,,
CQ-game-1112,,initial_world_states/builder-data/9-c135/step-10,on the top left put two orange blocks and the last purple one on the left break it,Yes,train,,
CQ-game-1114,,initial_world_states/builder-data/15-c74/step-2,facing north destroy the green block.,Yes,train,,
CQ-game-1115,,initial_world_states/builder-data/14-c55/step-4,place a blue block in every corner of the map,Yes,train,,
CQ-game-1117,How many blocks do I remove from the top? Do I remove the block on the far lower right once or twice I can't tell from the instructions?,initial_world_states/builder-data/25-c139/step-4,Facing North remove the purple blocks on top of the purple each of the lower blocks on the far left and far right.Remove the purple block on the far lower right.Place a yellow block on top on the purple block on the bottom far left.Place a yellow block in front of the middle lower purple block.,No,train,q_712,"'q_979', 'q_190', 'q_484', 'q_809', 'q_249', 'q_310', 'q_794', 'q_47', 'q_824', 'q_985', 'q_355', 'q_969', 'q_515', 'q_677', 'q_415', 'q_12', 'q_670', 'q_741', 'q_649', 'q_174', 'q_122', 'q_203', 'q_495', 'q_645', 'q_763', 'q_545', 'q_686', 'q_51', 'q_239', 'q_541', 'q_293', 'q_965', 'q_279', 'q_475', 'q_768', 'q_7', 'q_888', 'q_37', 'q_910', 'q_359', 'q_482', 'q_243', 'q_745', 'q_248', 'q_387', 'q_658', 'q_425', 'q_872', 'q_521', 'q_634', 'q_424', 'q_667', 'q_615', 'q_522', 'q_402', 'q_825', 'q_503', 'q_780', 'q_160', 'q_168', 'q_468', 'q_87', 'q_739', 'q_895', 'q_568', 'q_329', 'q_944', 'q_893', 'q_701', 'q_142', 'q_960', 'q_61', 'q_901', 'q_627', 'q_98', 'q_104', 'q_577', 'q_216', 'q_806', 'q_717', 'q_207', 'q_877', 'q_735', 'q_427', 'q_731', 'q_115', 'q_498', 'q_354', 'q_177', 'q_411', 'q_485', 'q_194', 'q_657', 'q_305', 'q_847', 'q_304', 'q_9', 'q_641', 'q_325', 'q_102', 'q_734', 'q_95', 'q_617', 'q_688', 'q_583', 'q_928', 'q_961', 'q_257', 'q_159', 'q_534', 'q_789', 'q_665', 'q_664', 'q_242', 'q_930', 'q_578', 'q_290', 'q_766', 'q_57', 'q_491', 'q_379', 'q_481', 'q_161', 'q_289', 'q_260', 'q_963', 'q_589', 'q_333', 'q_712', 'q_613', 'q_643', 'q_648', 'q_110', 'q_112', 'q_920', 'q_410', 'q_91', 'q_148', 'q_812', 'q_537', 'q_488', 'q_129', 'q_952', 'q_464', 'q_253', 'q_41', 'q_968', 'q_777', 'q_859', 'q_610', 'q_186', 'q_312', 'q_70', 'q_653', 'q_375', 'q_586', 'q_395', 'q_798', 'q_14', 'q_342', 'q_533', 'q_66', 'q_319', 'q_155', 'q_654', 'q_262'"
CQ-game-1118,,initial_world_states/builder-data/14-c136/step-6,Locate the top purple block at the western column of the structure and place a column of 3 blue blocks right on top of it. Then place a green block right next to the last built blue block on its east side.,Yes,train,,
CQ-game-1119,Where is the yellow one? There is no yellow block?,initial_world_states/builder-data/3-c139/step-10,put a green block on top of the yellow one and the two blue ones,No,train,q_362,"'q_363', 'q_877', 'q_49', 'q_299', 'q_786', 'q_412', 'q_325', 'q_158', 'q_475', 'q_735', 'q_41', 'q_255', 'q_958', 'q_733', 'q_949', 'q_834', 'q_481', 'q_781', 'q_529', 'q_357', 'q_242', 'q_217', 'q_388', 'q_108', 'q_593', 'q_432', 'q_35', 'q_384', 'q_284', 'q_827', 'q_956', 'q_74', 'q_793', 'q_948', 'q_90', 'q_797', 'q_873', 'q_508', 'q_140', 'q_884', 'q_760', 'q_471', 'q_601', 'q_352', 'q_338', 'q_974', 'q_752', 'q_370', 'q_780', 'q_571', 'q_51', 'q_390', 'q_267', 'q_522', 'q_181', 'q_464', 'q_754', 'q_439', 'q_567', 'q_59', 'q_920', 'q_498', 'q_973', 'q_366', 'q_386', 'q_937', 'q_699', 'q_813', 'q_844', 'q_329', 'q_272', 'q_725', 'q_624', 'q_76', 'q_435', 'q_606', 'q_474', 'q_440', 'q_732', 'q_211', 'q_698', 'q_957', 'q_501', 'q_886', 'q_605', 'q_530', 'q_356', 'q_519', 'q_749', 'q_849', 'q_68', 'q_515', 'q_696', 'q_429', 'q_862', 'q_169', 'q_306', 'q_341', 'q_880', 'q_707', 'q_931', 'q_559', 'q_518', 'q_197', 'q_828', 'q_279', 'q_200', 'q_839', 'q_600', 'q_482', 'q_741', 'q_343', 'q_473', 'q_905', 'q_134', 'q_63', 'q_79', 'q_664', 'q_4', 'q_143', 'q_541', 'q_631', 'q_261', 'q_389', 'q_32', 'q_232', 'q_30', 'q_37', 'q_552', 'q_762', 'q_339', 'q_681', 'q_128', 'q_662', 'q_317', 'q_675', 'q_689', 'q_209', 'q_396', 'q_362', 'q_163', 'q_795', 'q_671', 'q_858', 'q_792', 'q_460', 'q_207', 'q_692', 'q_223', 'q_177', 'q_457', 'q_226', 'q_755', 'q_239', 'q_525', 'q_898', 'q_661', 'q_354', 'q_674', 'q_869', 'q_493', 'q_203', 'q_39', 'q_770', 'q_305', 'q_620'"
CQ-game-1120,There are no yellow or blue blocks. Do you want me to place them first?,initial_world_states/builder-data/14-c59/step-2,put a green block on top of the yellow one and the two blue ones,No,train,q_467,"'q_768', 'q_947', 'q_75', 'q_538', 'q_341', 'q_124', 'q_977', 'q_127', 'q_800', 'q_146', 'q_362', 'q_448', 'q_65', 'q_432', 'q_375', 'q_495', 'q_787', 'q_279', 'q_968', 'q_328', 'q_596', 'q_93', 'q_620', 'q_937', 'q_266', 'q_501', 'q_162', 'q_246', 'q_525', 'q_574', 'q_582', 'q_984', 'q_521', 'q_317', 'q_846', 'q_379', 'q_946', 'q_713', 'q_744', 'q_198', 'q_398', 'q_278', 'q_344', 'q_749', 'q_861', 'q_718', 'q_880', 'q_251', 'q_842', 'q_886', 'q_429', 'q_259', 'q_837', 'q_280', 'q_353', 'q_439', 'q_244', 'q_948', 'q_57', 'q_695', 'q_145', 'q_699', 'q_407', 'q_540', 'q_824', 'q_661', 'q_597', 'q_789', 'q_622', 'q_423', 'q_23', 'q_182', 'q_427', 'q_813', 'q_747', 'q_346', 'q_123', 'q_295', 'q_331', 'q_417', 'q_305', 'q_594', 'q_667', 'q_26', 'q_415', 'q_221', 'q_506', 'q_96', 'q_962', 'q_467', 'q_936', 'q_551', 'q_975', 'q_896', 'q_504', 'q_590', 'q_774', 'q_164', 'q_810', 'q_775', 'q_906', 'q_416', 'q_754', 'q_158', 'q_608', 'q_274', 'q_611', 'q_621', 'q_983', 'q_330', 'q_743', 'q_267', 'q_300', 'q_202', 'q_791', 'q_471', 'q_727', 'q_381', 'q_647', 'q_451', 'q_9', 'q_383', 'q_945', 'q_349', 'q_378', 'q_10', 'q_258', 'q_956', 'q_950', 'q_595', 'q_261', 'q_883', 'q_793', 'q_680', 'q_542', 'q_428', 'q_767', 'q_366', 'q_102', 'q_697', 'q_491', 'q_826', 'q_736', 'q_579', 'q_668', 'q_55', 'q_4', 'q_110', 'q_342', 'q_891', 'q_122', 'q_756', 'q_322', 'q_364', 'q_511', 'q_804', 'q_951', 'q_808', 'q_514', 'q_641', 'q_203', 'q_350', 'q_719', 'q_726', 'q_940', 'q_627'"
CQ-game-1121,,initial_world_states/builder-data/31-c73/step-30,Stack four purple blocks immediately to the west of the existing purple blocks. Then break the first second and fourth from the bottom. Then stack four more purple blocks immediately to the west of that. Finally break the first and third blocks of that stack.,Yes,train,,
CQ-game-1122,,initial_world_states/builder-data/9-c136/step-12,facing north destroy the three vertical violet blocks on the left side.,Yes,train,,
CQ-game-1123,There aren't any yellow or blue blocks do you need me to place them somewhere first?,initial_world_states/builder-data/3-c135/step-12,put a green block on top of the yellow one and the two blue ones,No,train,q_925,"'q_667', 'q_88', 'q_661', 'q_274', 'q_438', 'q_273', 'q_871', 'q_976', 'q_133', 'q_420', 'q_424', 'q_622', 'q_512', 'q_531', 'q_347', 'q_301', 'q_441', 'q_66', 'q_159', 'q_316', 'q_73', 'q_926', 'q_558', 'q_19', 'q_686', 'q_537', 'q_921', 'q_97', 'q_395', 'q_829', 'q_837', 'q_689', 'q_495', 'q_647', 'q_500', 'q_516', 'q_115', 'q_824', 'q_681', 'q_971', 'q_228', 'q_960', 'q_65', 'q_362', 'q_104', 'q_49', 'q_315', 'q_740', 'q_406', 'q_363', 'q_950', 'q_460', 'q_673', 'q_498', 'q_791', 'q_560', 'q_819', 'q_187', 'q_559', 'q_690', 'q_912', 'q_235', 'q_544', 'q_465', 'q_126', 'q_696', 'q_642', 'q_462', 'q_264', 'q_237', 'q_554', 'q_33', 'q_379', 'q_530', 'q_164', 'q_214', 'q_281', 'q_585', 'q_954', 'q_881', 'q_368', 'q_828', 'q_309', 'q_106', 'q_392', 'q_4', 'q_885', 'q_155', 'q_714', 'q_340', 'q_968', 'q_436', 'q_305', 'q_131', 'q_130', 'q_310', 'q_680', 'q_526', 'q_947', 'q_934', 'q_825', 'q_171', 'q_491', 'q_973', 'q_470', 'q_384', 'q_269', 'q_739', 'q_925', 'q_552', 'q_323', 'q_482', 'q_386', 'q_794', 'q_987', 'q_797', 'q_849', 'q_787', 'q_802', 'q_515', 'q_311', 'q_517', 'q_169', 'q_583', 'q_972', 'q_766', 'q_481', 'q_561', 'q_413', 'q_951', 'q_332', 'q_964', 'q_89', 'q_122', 'q_768', 'q_350', 'q_841', 'q_440', 'q_769', 'q_275', 'q_298', 'q_142', 'q_75', 'q_449', 'q_764', 'q_903', 'q_30', 'q_280', 'q_35', 'q_664', 'q_431', 'q_945', 'q_284', 'q_258', 'q_709', 'q_251', 'q_168', 'q_394', 'q_632', 'q_902', 'q_864', 'q_604', 'q_587', 'q_812', 'q_358', 'q_575'"
